tieu_de,dia_chi,mo_ta,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,quan,gia_ban_num,dien_tich_num,dien_tich_dat_num,dien_tich_su_dung_num,chieu_ngang_num,chieu_dai_num,gia_m2_num,log_gia_ban,so_phong_ve_sinh_missing,tong_so_tang_missing,chieu_ngang_num_missing,chieu_dai_num_missing,kw_mat_tien,kw_hem_xe_hoi,kw_so_hong,kw_gan_cho,kw_gan_truong,kw_thuong_mai,kw_nha_pho,is_outlier_any_6cols,outlier_count_6cols
HẺM Ô TÔ 5M – NHÀ 6 TẦNG CÓ THANG MÁY – GARA XE – SÁT MT - 21.x TỶ,"Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🏢 HẺM Ô TÔ 5M – NHÀ 6 TẦNG CÓ THANG MÁY – GARA XE – SÁT MẶT TIỀN NƠ TRANG LONG, BÌNH THẠNH

Cơ hội hiếm sở hữu nhà 6 tầng thang máy tại khu trung tâm Bình Thạnh, hẻm ô tô rộng – vị trí sát mặt tiền, vừa ở vừa khai thác kinh doanh cực kỳ hiệu quả.

📍 VỊ TRÍ ĐẮC ĐỊA
 • Đường Nơ Trang Long, Phường 7, Bình Thạnh
 • Sát mặt tiền, hẻm ô tô 5m thảm nhựa, xe 7 chỗ vào tận nhà
 • Trước nhà có chỗ quay đầu xe, đậu xe thuận tiện ngày đêm
 • Kết nối nhanh Phú Nhuận – Gò Vấp – Quận 1 – sân bay Tân Sơn Nhất

📐 THÔNG TIN CHI TIẾT
 • Diện tích đất: 102.4m²
 • Kích thước: Ngang 8.5m – dài 12.5m, sổ vuông đẹp
 • Kết cấu: Nhà BTCT 6 tầng gồm:
 • 1 trệt (gara ô tô)
 • 1 lửng
 • 3 lầu
 • Sân thượng trước sau
 • Thang máy chạy suốt lên sân thượng

🏠 CÔNG NĂNG HIỆN HỮU
 • Hiện trạng 4 phòng ngủ – 5 WC
 • Dễ dàng cải tạo thêm 2–3 phòng lớn tùy nhu cầu
 • Phòng ốc rộng rãi, ánh sáng tự nhiên, bố trí hợp lý
 • Nhà đang vừa ở vừa làm văn phòng công ty, hoạt động ổn định

🌿 MÔI TRƯỜNG SỐNG
 • Khu dân cư dân trí cao – an ninh – yên tĩnh
 • Hàng xóm đa số bác sĩ, cán bộ quân đội về hưu, văn minh, lịch sự
 • Phù hợp ở lâu dài hoặc đầu tư giữ tài sản

💼 PHÙ HỢP KHAI THÁC
 • Gia đình đông người, cần gara & thang máy
 • Văn phòng công ty, trung tâm đào tạo, spa – thẩm mỹ viện
 • Phòng khám, căn hộ dịch vụ cao cấp, cho thuê dòng tiền tốt

📑 PHÁP LÝ
 • Sổ hồng riêng, pháp lý chuẩn
 • Hoàn công đầy đủ, công chứng nhanh

💰 Giá bán: 21.x tỷ (thương lượng chính chủ)
📞 Liên hệ: Kim Ngân – xem nhà thực tế & làm việc chính chủ","Nhà ngõ, hẻm",Đã có sổ,4.0,5,6,Không rõ,Hẻm xe hơi,Binh Thanh,21.9,103.0,103.0,103.0,8.5,32.21169333521199,212.62,3.131136910560194,0,0,0,1,1,1,1,0,0,0,0,True,2
MT Ngô Đức Kế Bình Thạnh - 135m2 ngang 8m - Xây dựng hầm + 7 tầng.,"Đường Ngô Đức Kế, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Bán nhà Mặt tiền đường Ngô Đức Kế Phường 12 Bình Thạnh.
- Diện tích 135m2 ngang 8m vuông A4, công nhận 120m2.
- Hiện đang là đất trống, khu vực cho phé xấy Hầm + 7 tầng. (hàng xóm đã xây).
- Nhà có 1 mặt tiền đường 14m và 1 mặt hẻm 3m. Thuận tiện vừa cho thuê CHDV vừa kinh doanh Mặt bằng trệt.
- Gần chợ Bà Chiểu, Bệnh viện Gia định, Ủy Ban, Công viên.
- Giá 26.5 tỷ còn thương lượng.
Liên hệ em Quang qua số điện thoại có zalo để xem vị trí và sổ. Cảm ơn.","Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2,2,Bàn giao thô,Nhà nở hậu,Binh Thanh,26.5,135.0,135.0,135.0,8.0,17.0,196.3,3.3141860046725258,1,1,0,0,1,1,0,1,0,0,0,True,2
"DTSD 40M2 Nguyễn Văn Đậu, Bình Thạnh 2t9x","Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Nhà Mới Hẻm Xe Hơi - Nguyễn Văn Đậu, Bình Thạnh
• Vị trí: Phường 11, Quận Bình Thạnh. Hẻm xe hơi tới tận cửa, khu vực an ninh, yên tĩnh, dân trí cao.
• Quy mô: Diện tích sử dụng Kết cấu 1 trệt + 1 lầu, có ban công và sân để xe.
• Công năng: Phòng khách, bếp, 1 phòng ngủ, 2 WC.
• Nội thất: Nhà mới, tặng full nội thất y hình, khách mua có thể vào ở ngay đón Tết.
• Pháp lý: Sổ đỏ riêng, hoàn công đầy đủ.","Nhà ngõ, hẻm",Đã có sổ,1.0,2,2,Không rõ,Hẻm xe hơi,Binh Thanh,2.99,20.0,20.0,40.0,9.0,2.0,149.5,1.383791230901772,0,0,0,0,0,1,1,0,0,0,0,True,1
Nhà 2mt phường bình lợi trung nguyễn văn đậu ngang 5.6m 7tầng giá 22tỷ,"Đường Nguyễn Văn Đậu, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Nhà hai mặt tiền đường Nguyễn Văn Đậu, phường Bình Lợi Trung, ( phường 5, quận Bình Thành cũ)
Diện tích: 5.6x16.6m nở hậu 7.2m công nhận 70m2 khuôn viên sử dụng 100m2
Kết cấu: trệt, lửng, 5 lầu, sân thượng nhà kiên cố, thiết kế hợp lý
Đang cho thuê mặt bằng: 45 triệu/ tháng
Đoạn đẹp nhất con đường được dừng đậu xe thoải mái
Giá: 22 tỷ
 QUÝ KHÁCH HÀNG CẦN THAM KHẢO NHÀ BẰNG HÌNH ẢNH VEDEO THỰC TẾ VUI LÒNG VÀO YOUTOBE GÕ: TIẾN XOÈ NHÀ PHỐ HOẶC TÌM KIẾM BẰNG SỐ DIỆN THOẠI CỦA EM Ạ. XIN CẢM ƠN ĐÃ ĐỌC TIN ĐĂNG CỦA EM Ạ! CHÚC QUÝ KHÁCH NHIỀU SỨC KHOẺ VÀ NIỀM VUI Ạ","Nhà mặt phố, mặt tiền",Không rõ,11.0,8,6,Không rõ,Nhà nở hậu,Binh Thanh,22.0,100.0,100.0,100.0,5.550222721556207,18.59235380313589,220.0,3.1354942159291497,1,1,1,1,1,0,0,0,0,0,1,True,2
"Đinh Bộ Lĩnh-110m2-Ngang khủng 8m,Hẻm thông 20m ra mặt tiền.","Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","🏡 BÁN NHÀ RIÊNG HẺM ĐINH BỘ LĨNH – BÌNH THẠNH | VỊ TRÍ VÀNG – GIÁ TỐT ĐẦU TƯ & Ở

💰 Giá bán: 9,5 tỷ (thương lượng thiện chí)

📐 Diện tích: 110m²

Ngang 8m – dài 16m 👉 cực hiếm tại khu vực

Khuôn đất vuông vức, dễ xây mới – tách thửa – làm CHDV

🚗 Hẻm:

Hẻm 3 thông, rộng xe 3 gác, sạch sẽ – an ninh

Kết nối giao thông cực kỳ thuận tiện

📍 Vị trí đắc địa – trung tâm Bình Thạnh:

Sát Bến xe Miền Đông

Kề Công viên Thanh Đa – Cầu Bình Triệu 🌳

Gần các trường ĐH lớn:

🎓 HUTECH

🎓 ĐH Giao Thông Vận Tải

🎓 ĐH Ngoại Thương

🎓 ĐH Hồng Bàng

Bao quanh là trường học các cấp, tiện ích đầy đủ

🔗 Kết nối nhanh các khu vực trọng điểm:

Quận 1 – 5 phút

Thủ Đức – 10 phút

Gò Vấp – 7 phút

📈 Giá trị & tiềm năng:

Khu dân cư đông đúc, nhu cầu ở – thuê – kinh doanh cao

Phù hợp:

🏠 Ở gia đình nhiều thế hệ

🏢 Xây căn hộ dịch vụ cho sinh viên – giảng viên

💼 Đầu tư giữ tài sản, tăng giá bền vững theo hạ tầng

Liên hệ zalo+fb Trần Trung Kiên *** để xem nhà + gặp Chính chủ","Nhà ngõ, hẻm",Không rõ,3.0,3,2,Không rõ,Hiện trạng khác,Binh Thanh,9.5,110.0,110.0,110.0,8.0,16.0,86.36,2.3513752571634776,1,1,0,0,1,0,1,0,1,0,0,True,1
NHÀ 8x12 HXH Ô TÔ NƠ TRANG LONG,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","BÁN ĐẤT TẶNG NHÀ HXH Ô TÔ NƠ TRANG LONG – PHAN CHU TRINH BÌNH THẠNH. 

Diện tích: 8x12 công nhận 92m²
Hiện trạng: trệt lầu, 

Nhà cũ tiện xây mới 1 hầm + 1 lửng + 3 lầu, hoặc tách 2 lô lời nhuận cao 
Gần Học viên cán bộ Chu Văn An, chợ Bà Chiểu, Phan Đăng Lưu,

Giá: 13.8 tỷ TL","Nhà ngõ, hẻm",Không rõ,2.0,2,2,Không rõ,Không rõ,Binh Thanh,13.8,92.0,92.0,92.0,8.0,12.0,150.0,2.694627180770069,1,1,0,0,0,1,0,0,0,0,0,True,1
MT Nguyễn Thượng Hiền – 101m² – 13 TỶ,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🔥 MT Nguyễn Thượng Hiền – 101m² – 13 TỶ
✅ Đường 8m có vỉa hè, ô tô đậu thoải mái
✅ Ngang 3.5m nở hậu 5.4m – phong thủy đẹp
✅ BTCT 5 tầng, khai thác VP – showroom – spa – CHDV
📕 Sổ hồng riêng, hoàn công đủ","Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4,5,Hoàn thiện cơ bản,Nhà nở hậu,Binh Thanh,13.0,101.0,101.0,101.0,3.5,28.5,128.71,2.6390573296152584,0,0,0,0,1,0,1,0,0,0,0,True,1
"CHÍNH CHỦ BÁN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN XÍ, P13, QUẬN BÌNH THẠNH","Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Chính chủ bán nhà mặt tiền đường Nguyễn Xí, p13, quận Bình Thạnh

Nhà ngay chợ cầu đỏ, kế bên là ngân hàng. Tiện ích đầy đủ thuận tiện kinh doanh buôn bán đa ngành nghề.

Thuận tiện di chuyển quận trung tâm q1, q3, q5, .... gần sân bay tân sơn nhất, bến xe miền đông và các quận khác

SHR pháp lý đầy đủ

Có hoa hồng cho người giới thiệu

Giá 49 tỷ bớt lộc cho người thiện chí mua nhanh

Miễn tiếp quảng cáo

Không gọi được thì nhắn tin SĐT hoặc kết bạn zalo để làm việc. Không91bonhai476chin5","Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5,4,Không rõ,Không rõ,Binh Thanh,49.0,164.0,164.0,164.0,6.530929613137273,15.37751051086124,298.78,3.912023005428146,1,1,1,1,1,0,1,0,0,0,0,True,1
BÁN NHÀ CHÍNH CHỦ - QUẬN BÌNH THẠNH,"90D, Đường Phú Mỹ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","THÔNG TIN NỔI BẬT:

Diện tích đất: 156 m² (sổ hồng riêng)
Diện tích xây dựng: 96,32 m²
Diện tích sàn: 128,51 m²
Kết cấu: 2 tầng, tường gạch, sàn gỗ, mái tôn
Pháp lý: Sổ hồng chính chủ, đất ở đô thị, sử dụng lâu dài

VỊ TRÍ ĐẮC ĐỊA:

Thuộc khu đô thị thanh niên Văn Thánh - khu quy hoạch bài bản
Gần trung tâm thành phố, di chuyển thuận tiện
Xung quanh đầy đủ tiện ích: trường học, bệnh viện, chợ, siêu thị
Hẻm xe hơi, xe tải nhỏ, cực ky an ninh và yên tĩnh, hàng xóm thân thiện

Liên hệ ngay để xem nhà! Có thương lượng","Nhà ngõ, hẻm",Đã có sổ,3.0,3,2,Hoàn thiện cơ bản,Hẻm xe hơi,Binh Thanh,15.0,156.0,156.0,156.0,6.028281395860882,17.615180786028763,96.15,2.772588722239781,1,1,1,1,0,1,1,0,1,1,0,True,1
"Bán nhà mặt tiền Quốc Lộ 13, Phường 26, Quận Bình Thạnh","quốc lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","- Diện tích 5 x 28 m. Diện tích công nhận 133.9m².
- Được phép xây dựng 1 trệt 7 lầu, vỉa hè 7 m. Hiện tại đang là nhà cấp 4.
- Vị trí kết nối giao thông dễ dàng, gần sông.
- Thuận lợi để xây dựng văn phòng và kinh doanh.
Vui lòng liên hệ chính chủ Nhàn
Liên hệ: Nhàn - đt: ***","Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2,2,Không rõ,Không rõ,Binh Thanh,24.0,133.9,133.9,133.9,5.0,28.0,179.24,3.218875824868201,1,1,0,0,1,0,1,0,0,0,0,True,2
BÌNH THẠNH - Ngay ĐH VĂN LANG - ĐẶNG THÙY TRÂM - NƠ TRANG LONG - CHDV,"Cầu Bình Lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","BÌNH THẠNH - Ngay ĐH VĂN LANG - ĐẶNG THÙY TRÂM - NƠ TRANG LONG - CHDV DÒNG TIỀN dự kiến 30-35Tr/Tháng - DT KHỦNG 126m2 ( 7.5❌17m) - GIÁ TỐT Chỉ 80Tr/m2.

⛔️Mô tả:
- Vị trí đẹp, Sát ĐH Văn Lang, Đại Lộ Phạm Văn Đồng, Cầu Bình Lợi.. giao thông huyết mạch và thuận lợi. 
- CHDV ngay Đại Học Văn Lang , Nơ Trang Long, Bình Lợi, Đặng Thuỳ Trâm.
- Tổng DT đất sử dụng: 126 m2 ( Công nhận trên sổ 103m2 ) - Khu Xây dựng mới Trệt 3 Lầu.
- Hiện trạng 1 lầu đúc, có 6 CHDV có gác còn mới, Khách mua về Cải tạo FULL NỘI THẤT - Dòng tiền dự kiến 30-35tr.
- Hẻm 3 Gác, 10m ra Hẻm nhựa Xe Tải Tránh Thông.
- Sổ Hồng để ở nhà công chứng ngay.
- Giá bán : 8.25 tỷ TL nhẹ. Hỗ trợ vay BANK.","Nhà ngõ, hẻm",Đã có sổ,6.0,6,2,Hoàn thiện cơ bản,Không rõ,Binh Thanh,8.25,100.0,100.0,200.0,7.5,17.0,82.5,2.224623551524334,0,0,0,0,0,0,1,0,0,0,0,True,1
NHÀ MỚI FULL NỘI THẤT- DTS 88M2 - 2 TẦNG - PHAN VĂN TRỊ- NHỈNH 6 TỶ,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","- Diện tích: 44M2 ~ DTSD 88M2 
- Nhà 2 tầng BTCT 3PN lớn 2WC, ban công thoáng, sân trước nhà 20m
- Vị trí Trung tâm Bình Thạnh nhiều tiện ích gần chợ, siêu thị, trường học các cấp
- Gần các tuyển đường Nguyễn Văn Đậu, Phan Văn Trị,Phạm Văn đồng Lê Quang Định.
- Giá bán : 6.45 tỷ
- Liên hệ xem nhà: ***.gặp Nhàn . hỗ trợ tư vấn pháp lý. giấy tờ đầy đủ.","Nhà ngõ, hẻm",Đã có sổ,3.0,2,2,Không rõ,Hiện trạng khác,Binh Thanh,6.45,44.0,44.0,88.0,9.0,5.2,146.59,2.0082140323914683,0,0,0,0,0,0,0,1,1,1,0,True,1
Bán Nhà 🏡🏡🏡Mặt Tiền đường gần ngã tư Thanh Đa 🌻🌻🌻 Nhà một trệt một lầu,"Đường Bình Quới, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Quới, TP Hồ Chí Minh mới)","Bán Nhà 🏡🏡🏡Mặt Tiền đường gần ngã tư Thanh Đa 🌻🌻🌻
Nhà một trệt một lầu, chính chủ (không qua trung gian). Tổng diện tích sử dụng rộng lớn có vỉa hè phía trước để kinh doanh buôn bán
Đường rộng 3️⃣làn xe hơi, cạnh công viên 🛝 và trường mầm non, tiểu học, trung học 🏫 chợ 🏪siêu thị (Tất cả đều trong phạm vi đi bộ chưa đến 1km) 
Dân cư đông đúc, thuận tiện kinh doanh spa🧖🍝, mở quán ăn☕️🍭🍾, trà sữa 🥤...
Hiện đang cho thuê: Giá thuê 1️⃣5️⃣triệu/tháng
phù hợp ở kinh doanh hoặc đầu tư sinh lời 
Xem nhà trong ngày (gọi hẹn trước) 
Có thương lượng
SĐT *** (Ly)","Nhà mặt phố, mặt tiền",Đã có sổ,3.0,2,1,Bàn giao thô,Không rõ,Binh Thanh,9.5,51.2,51.2,102.4,9.0,5.6,185.55,2.3513752571634776,0,0,0,0,1,0,1,0,1,1,0,True,1
"Bán CHDV 19 phòng, DT 90m, hẻm xe hơi, gần Đại Học Văn Lang, Phường 13","Phan Văn Trị, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","- Chủ bán gấp CHDV 19 phòng đang có dòng tiền sẵn, Phan Văn Trị Phường 13 Bình Thạnh. Hẻm xe hơi thông, nhu cầu thuê phòng cao, khách mua về khai thác tiếp
- Nhà hẻm xe hơi, hàng xóm nhà cao tầng, khu an ninh nên khách thuê sẽ an tâm, nhà gần Đại học Văn Lang giúp nguồn thuê lúc nào cũng cao và ổn định
- Tiện ích xung quanh đầy đủ, gần chợ, bệnh viện, gần Phạm Văn Đồng tiện di chuyển đi Thủ Đức, Gò Vấp, 15 phút ra sân bay, 5 phút ra bến xe....
- Diện tích lớn, 90m, ngang nhà gần 5 met, tầm giá nhỉnh 14t ngang nhà này cũng ít, đáng để mua
- Sổ hồng riêng, pháp lý sạch, hoàn công đủ 5 tầng, mua bán công chứng trong ngày

Liên hệ em Thu xem nhà, thương lượng trao đổi trực tiếp chủ nhà","Nhà ngõ, hẻm",Đã có sổ,11.0,8,6,Không rõ,Hẻm xe hơi,Binh Thanh,14.2,90.0,90.0,90.0,5.372034775976358,19.133493353990698,157.78,2.7212954278522306,1,1,1,1,0,1,1,1,0,0,0,True,2
Bán nhà nhỏ trung tâm bình thạnh 820tr,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Chính chủ em cần bán căn nhà nhỏ phường bình thạnh mới phù hợp mua đầu tư cho sv thuê .cách hàng xanh q1 10p giá 820tr ( và có phí 2% cho ac môi giới ) Giá trên em để ưu tiên mua trực tiếp dễ thương lượng .
Địa chỉ : 334/64/113 Chu Văn An phường Bình Thạnh mới ( P12 cũ ) gần học viện cán bộ 200m 
Ưu điểm :Hẻm trước nhà quay đầu xe đươc, hẻm thông .Gần chợ Cây Điệp vào 800m , hẻm thông 3 đường có thể đi nhiều ngõ vào .

Diện tích : 2m x 5 hình hình L đầu to đui nhỏ ( có lầu suốt ) và sàn tắm trên lầu .
Pháp lý : Giấy kê khai 99, công chứng vi bằng , nguồn gốc rõ ràng có đóng thuế đất hàng năm.

Thông tin thêm : có cửa lùa ngăn bếp tolet ,trên lầu có 1 sàn nước có thể tắm ,có cửa sổ thông gió phía sau và ban công trên lầu , hiện trạng còn ở được bình thường không cần tốn phí sửa.
-Đồng hồ điện nước riêng , có đóng thuế đất hàng năm đầy đủ 
-Thích hợp cho ai mua để cho thuê trọ lại đầu tư , hoặc công nhân mua ở ngay trung tâm dễ đi làm 
Căn này gia đình đã mua lại và ở 10 năm và từng cho thuê 3 năm.dòng tiền có thể cho thuê 3tr- 3tr5.

Ưa tiên mua bán trực tiếp , còn anh chị mô giới cần thì xin hãy nhắn zalo em , em thường không tiện nghe máy ban ngày xin hãy nhắn tin cho em cảm ơn chợ tốt duyệt tin cảm ơn","Nhà ngõ, hẻm",Giấy tờ viết tay,1.0,1,1,Không rõ,Nhà tóp hậu,Binh Thanh,0.82,10.0,10.0,20.0,2.0,5.0,82.0,0.598836501088704,0,0,0,0,0,0,1,1,0,0,0,True,1
"💥GIẢM 1,5 TỶ - LÔ GÓC K LG - CÁCH MT 5M - 93 M2 - FULL NT - VẠN KIẾP -","Đường Phan Xích Long, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","💥GIẢM 1,5 TỶ - LÔ GÓC K LG - CÁCH MT 5M - 93 M2 - FULL NT - VẠN KIẾP - BÌNH THẠNH - CÒN 14,5 TỶ

✅ Diện tích : 93 M2 ( 7,2x13 ) 
✅ Vị trí : Vạn Kiếp, Phường 3, Bình Thạnh.298
✅ Kết cấu : 1 trệt, 1 lửng, 2 lầu, sân thượng, 5 PN, 6 WC, có thể cải tạo thêm phòng

✅ Hẻm xe hơi, xe hơi ngủ trong nhà. 
✅ Nhà vị trí đẹp, cách 5m ra mặt tiền đường Vạn Kiếp, cho thuê kinh doanh hoặc vừa ở vừa cho thuê đều tốt.
✅ Vị trí phố ẩm thực Vạn Kiếp - Phan Xích Long
✅ Sổ hồng pháp lý chuẩn 
💸 Giá : 14,5 TỶ ( Thương Lượng )","Nhà ngõ, hẻm",Đã có sổ,5.0,5,6,Nội thất cao cấp,Hẻm xe hơi,Binh Thanh,14.5,93.0,93.0,93.0,7.2,13.0,155.91,2.740840023925201,0,0,0,0,1,1,1,0,0,0,0,True,1
"Bán nhà Chu Văn An- 5 tầng- Hẻm ô tô- 41m2- 9,87 tỷ","Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Bán nhà Chu Văn An- 5 tầng- Hẻm ô tô- 41m2- 9,87 tỷ

Bán nhà Phường 12, quận Bình Thạnh, vị trí đẹp trên trục Chu Văn An (đường mới mở), hẻm ô tô 4 chỗ thông Bùi Đình Túy, cách mặt tiền chỉ vài chục bước.

Diện tích công nhận 41m² kết cấu trệt, lửng, 2 lầu, sân thượng. Thiết kế tân cổ điển sang trọng, công năng gồm phòng khách, bếp lớn, 3 phòng ngủ, 4 WC, có phòng tắm nằm.
Nhà xây mới, full nội thất cao cấp 100%, view sân trường thoáng mát, vào ở hoặc khai thác kinh doanh ngay.

Pháp lý chuẩn, sổ đang hoàn công do xây mới, công chứng nhanh.
Giá bán 9,87 tỷ (thương lượng).

Liên hệ ngay : Hữu : ***","Nhà ngõ, hẻm",Đã có sổ,3.0,4,5,Nội thất đầy đủ,Không rõ,Binh Thanh,9.87,41.0,41.0,41.0,8.1,6.0,240.73,2.386006701133118,1,0,0,0,1,1,0,0,0,0,0,True,1
Phan Văn Trị - Gần rạch xuyên tâm - 3PN Master có PN trệt,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍
Phan Văn Trị – Bình Lợi Trung – 3PN có PN trệt – Sổ hoàn công – Giá 6,45 tỏi

Nhà có phòng ngủ ngay tầng trệt – rất hiếm, cực tiện cho gia đình có người lớn tuổi hoặc cần không gian riêng tư.

📍 Vị trí:
– Phan Văn Trị, Bình Lợi Trung, Bình Thạnh
– Gần chợ, siêu thị, Phạm Văn Đồng
– Hẻm sạch, an ninh, 3 gác vào thoải mái, khu dân trí cao

📐 Diện tích:
– Khuôn viên đất: 50m.2
– Chưa tính 20m.2sân sử dụng 

🏠 Kết cấu:
– 1 trệt 1 lầu đúc kiên cố
– 3 phòng ngủ (có 1 PN dưới trệt)
– 2 WC
– Nhà thoáng, full nội thất, vào ở ngay

📖 Pháp lý:
– Sổ hồng riêng
– Hoàn công đầy đủ – công chứng liền","Nhà ngõ, hẻm",Đã có sổ,3.0,2,2,Nội thất cao cấp,Nhà nở hậu,Binh Thanh,6.45,45.0,45.0,100.0,9.0,5.0,143.33,2.0082140323914683,0,0,0,0,0,0,1,1,0,1,1,True,1
"Bán nhà MT Hoàng Hoa Thám, P.5. Ngay chợ cây Quéo, 2 mặt trước/sau","Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Nhà 2 mặt tiền trước/sau đường Hoàng Hoa Thám, phường 5, Q.Bình Thanh
- DT 4.1x21.5m DTCN 105m2,
- Kết cấu 1 trệt 6 lầu sân thượng
- Nhà đẹp, vị trí ngay mặt tiền kinh doanh buôn bán sầm uất..nhà có mặt hẻm sau 4m có mở cửa sau rất thông thoáng, tiện vừa ở vừa kinh doanh, hoặc vừa ở vừa cho thuê…","Nhà mặt phố, mặt tiền",Không rõ,11.0,7,5,Không rõ,Không rõ,Binh Thanh,23.5,105.0,105.0,105.0,5.670781379916887,18.91119033254433,223.81,3.198673117550681,0,1,1,1,1,0,0,0,0,0,0,True,1
